repository,commit_sha,commit_date,commit_title,commit_message,commit_author,additions,deletions,total_changes
ros-planning/navigation2,1b3666ca9e98fecdf518adba665821464f7b11c0,2018-10-18T21:14:30Z,Updated design README with links,,Matthew Hansen,8,2,10
ros-planning/navigation2,120ac4a054dde7600b515995761bbe5a84fe038a,2018-10-15T17:02:54Z,Cleanup of some time math and conversions between type.,"I'm not sure if this is strictly necessary, but I think the result
is a bit simpler.",Carl Delsey,7,9,16
ros-planning/navigation2,47aca30178cfa36234c99d936e55b072df34921c,2018-10-18T01:19:21Z,Update README.md,Fixed few typos.,mhpanah,4,4,8
ros-planning/navigation2,0c0dd14190f95cdbedb352bd25183465c1d43770,2018-10-17T22:57:20Z,created readme file for amcl,,mhpanah,17,0,17
ros-planning/navigation2,b1ea447249952f0c3050dfd28661f6cd7a60805d,2018-10-17T23:00:40Z,Update ROS_COMPARISON per review feedback,More clearly called out nav2_bt_navigator and fixed typo,Matt Hansen,2,2,4
ros-planning/navigation2,8b60e6ba744b6baa7dedd5ae734f2021cdc7b851,2018-10-17T21:42:46Z,Merge pull request #175 from mhpanah/test_robot_class,Adding unit test to robot class and disable parsing URDF file,mhpanah,182,14,196
ros-planning/navigation2,a86bb102aa52d59a15867f541a5250498c425286,2018-10-17T21:14:33Z,First draft of ROS Comparison doc,,Matthew Hansen,37,0,37
ros-planning/navigation2,972f7f77dbc318a080d31e7256e5269ec68ebfab,2018-10-16T17:07:25Z,Disabling parsing URDF file from robot class,,mhpanah,3,13,16
ros-planning/navigation2,fb32a74090a90ec062b24e05932b88e3a8cea24c,2018-10-15T23:29:45Z,Adding unit test to Robot Class,,mhpanah,179,1,180
ros-planning/navigation2,130d78572c90551f16ecc2ce58f1fce61e88a398,2018-10-17T17:02:55Z,Merge pull request #173 from mkhansen-intel/fix_dockerfile,Ability to build Pull Requests in Travis,Matt Hansen,8,18,26
ros-planning/navigation2,c5121f26591d28d3881f12ac75512411a2138885,2018-10-17T16:23:24Z,Improve message when building master branch in Dockerfile,,Matthew Hansen,1,1,2
ros-planning/navigation2,1b11c2d5f5f0dad76e93603e9704b963c16c5257,2018-10-16T17:17:47Z,Add ability to build pull requests in Travis,,Matthew Hansen,8,18,26
ros-planning/navigation2,a1adb790d53a38a444b1393c74163ce1c68c37c7,2018-10-16T17:09:05Z,Removing an unused variable from AMCL. (#168),,Carl Delsey,0,2,2
ros-planning/navigation2,40e38c53de9b7ba827e058ef33f231c951f2defb,2018-10-15T23:29:45Z,Adding timeouts to AMCL transform calls (#166),"This is a a workaround. The current AMCL code frequently fails to
transform data and generate a pose. The current hypothesis is that
this is a result of the message filter code having been removed.

This change works around the problem by adding a 1 second timeout
on each transform, meaning there is now a 1 second window from
when the data is received till the transform can become available.

It's not clear whether this workaround has any unintended
consequences. Specfically I'm concerned about performance and
latency.",Carl Delsey,8,7,15
ros-planning/navigation2,d0a2f6e2f39be3bec4cc3b18dd2c192185cd14dc,2018-10-15T22:42:32Z,Merge pull request #144 from mhpanah/robot,Parse URDF file from ros_robot class,mhpanah,98,21,119
ros-planning/navigation2,539dc49067b7f6bfcd932c7fe31d1f4ae75dd6cd,2018-10-12T22:48:42Z,removed urdf and yaml files,,mhpanah,0,998,998
ros-planning/navigation2,916cd06e982ba5055d301f7f3bf9dc570a25e1d1,2018-10-11T22:24:19Z,address reviewer comments,,mhpanah,16,35,51
ros-planning/navigation2,af33c92c9ccc9fd63e82857b9b6319b1be5682e3,2018-10-11T17:34:31Z,changed get methods to return boolean,,mhpanah,27,17,44
ros-planning/navigation2,45ddc4229b224a76046b92593dc930991a6c348e,2018-10-10T21:57:28Z,fixed format,,mhpanah,6,3,9
ros-planning/navigation2,a1d98790ae26e9ae68d08d2e3d64e77b836eee7e,2018-10-10T21:28:42Z,"added getVelocity, getRobotname, and sendVelocity",,mhpanah,25,11,36
ros-planning/navigation2,8c76ee6722a5ce455794322b1ff9f9693c08cb10,2018-10-09T16:40:08Z,added odometry subscription and publishing velocity functionality,,mhpanah,44,1,45
ros-planning/navigation2,6d8971038a6f0e1ac8ab1c3362db209763fbe077,2018-10-05T23:42:05Z,addressing reviewers comments,,mhpanah,10,9,19
ros-planning/navigation2,82865e6fbb8d265b90fe69ad66f0163cd34ca36d,2018-10-05T21:32:07Z,fix uncrustify,,mhpanah,5,6,11
ros-planning/navigation2,31f838640933ea866bd25afa5de760aadd884242,2018-10-05T21:20:26Z,be able to parse urdf file from ros_robot class,,mhpanah,1026,2,1028
ros-planning/navigation2,507e37d0aceebf3f4263f0cd4159111cee65125c,2018-10-15T18:12:52Z,Cleanup from #107  (#158),"* changing oregon team email to Carls

* changing header gaurds

* gaurds galore",SteveMacenski,52,52,104
ros-planning/navigation2,8a63ab49df44e60e17ed3efd4e51c14dc09f4b64,2018-10-13T00:53:33Z,DWB fixes (#152),"* Fixing time delays. Duration object takes nanoseconds, not seconds

* Fixing DWB. It runs and almost follows a path.

No pose seems to be available, so it just publishes zero velocity.

* Addressing review comments.",Carl Delsey,99,43,142
ros-planning/navigation2,c84f2cf1fba522c35ac90acf43b12ff3b00844dd,2018-10-11T22:29:33Z,Nav2_tasks readme (#141),"* Provide README for nav2_tasks
* Address review feedback",Michael Jeronimo,273,0,273
ros-planning/navigation2,a2fd344ca45e0a1b3f71b097fd606c62cc09ce5c,2018-10-11T22:21:11Z,Create a system test directory (#160),"* Generalize the planning test directory to be a system test directory
* Some updates for the planning tests to adapt to new directory structure
* A bit of reorg on the system test directory per @SteveMacenski's feedback",Michael Jeronimo,14,14,28
ros-planning/navigation2,d9870731bfb676bb78981f74574d9ac560e4a09f,2018-10-11T22:18:40Z,Merge pull request #159 from mkhansen-intel/fix_dockerfile,Fix dockerfile for new repo structure,Matt Hansen,17,7,24
ros-planning/navigation2,5b6a138664d2220e8a001ce2586049a558593377,2018-10-11T00:31:26Z,Remove the empty nav2_gazebo_localizer directory (#155),"Instead, we can add the fake_localization package to the repo and
finish the port to ROS2. This will allow us to test the stack with
a stub localizer, thereby avoiding the ros1_bridge when running
in simulation, since AMCL currently needs input from gazebo which
must be run on the ROS1 side since since the ROS2 version of the gazebo
plugins are not yet available.",Michael Jeronimo,0,0,0
ros-planning/navigation2,15ce83e577eab0900817c01a8ff2b92ac64a6161,2018-10-10T20:23:33Z,travis.yml passes REMOTE to Dockerfile,,Matthew Hansen,12,3,15
ros-planning/navigation2,f8fd2675d18770ec15abeb27c764025ce045d2f1,2018-10-09T17:21:40Z,Fixed Dockerfile for new tools path,,Matthew Hansen,5,4,9
ros-planning/navigation2,f1673a655cf91095eb3ce3843588649c44451d83,2018-10-10T17:20:15Z,Fixing uninitialized variable in Task Server. (#146),"This problem would cause TaskServer to immediately call the execute
process, even before a command was received. Whether you were
affected by this bug depended on the state of the stack when the
Task Server was constructed.",Carl Delsey,1,1,2
ros-planning/navigation2,4de916ff45964f80ac3be6f413f5f2d15c0c3f06,2018-10-10T16:49:08Z,Declaring use of hypot function. (#151),"For some reason, on Ubuntu 18.04, cmath functions are no longer
being added to the global namespace by default. To fix this, the
cmath header needs to be added and the hypot function scoped.",Carl Delsey,19,18,37
ros-planning/navigation2,ac932ea443ad1b3cd5e769aecb3c768baeb49359,2018-10-10T15:57:48Z,Metapackage + Reorg + build script updates (#107),"* moved over
* moving all messages into an internal msgs metapackage grouping
* moving all the messages into a homologated package
* making necessary changes for the msgs package homologation
* adding metapackage
* adding  myself as a maintainer
* build script and doc updates for package in workspace
* dealing with merge issues
* remove author fields
* moving around
* merge conflict v3
* remove costmap 2d from utils
* killing src dir
* remove costmap 2d clone #3
* remove extraneous file
* kill dwa for some reason
* dwb rectification
* removing oregon author -> maintainer
* controller -> nav2_controller
* adding new msgs  to new things
* tags
* bringup pkg
* compiling with task status mode
* getting the task status to compile for dwa
* adding costmap2d into nav2 naming nominclature
* adding controller metapackage
* recursive definitions -- bringup cannot be inside of the metapackage
* kill bad line
* hopefully actual last git merge error...
* changelog resolve",SteveMacenski,844,1157,2001
ros-planning/navigation2,8a8b344e40506cf1bbb0cc680356120e80938423,2018-10-08T19:12:36Z,Removing a binary file that shouldn't be checked in. (#147),,Carl Delsey,0,0,0
ros-planning/navigation2,f8b15d67e08569f9ccced4e6056f7f49ad5a395a,2018-10-05T23:58:30Z,"Avoid the copyright check in two directories because of the unsupported license header. Fixes #75, fixes #92. (#143)",,Michael Jeronimo,22,9,31
ros-planning/navigation2,e20af48177171ef8aa15b14f817bc90d92e549f0,2018-10-05T19:35:04Z,Adding time delays to launch script. (#139),"* Adding time delays to launch script.

Adding repo with launch file fix

* Changing back to example controller instead of DWB

DWB isn't ready yet.",Carl Delsey,32,17,49
ros-planning/navigation2,cab9133a3da388a66e2ed0236877466ed76a34ce,2018-10-05T19:29:10Z,Update the map server to publish the map periodically to make sure it… (#140),"* Update the map server to publish the map periodically to make sure it crosses the ROS1 bridge
* Address all of the lint issues (except for the copyright header)",Michael Jeronimo,92,114,206
ros-planning/navigation2,84a925a6a8c728efe73b71081dedd685b266cc05,2018-10-04T19:12:52Z,Changing executable build to use library instead of object files. (#127),,Carl Delsey,20,14,34
ros-planning/navigation2,350533e5696c1250ea4fe63d0ddf78188a8afa7e,2018-10-03T19:57:49Z,Subsystem integration (#136),"Integrate the current modules for an overall system test
* Simple navigator gets the goal pose from gazebo via the move_base_simpl/goal
message
* The Dijkstra global planner gets the current robot pose from localization
* Send a mission plan from the mission executor upon receiving a goal pose from rviz
* Incorporate Carl's change to make the robot move in the stub dwa controller
* Start on a system launch file
* Address review feedback",Michael Jeronimo,898,99,997
ros-planning/navigation2,0fd3f69454d9bb111d3025bc8599f6f305cb5237,2018-10-03T19:15:16Z,Making the path to the test_map.pgm relative to the yaml file (#130),This should make the test_map.yaml work on other systems.,Carl Delsey,1,2,3
ros-planning/navigation2,63c5b358aa86a7e73d6926553f796803b78183c9,2018-10-03T17:08:32Z,fixing spaces and extra lines,"more spacing fixes

one more line fix",Brian,11,20,31
ros-planning/navigation2,2f1cb9c2531f3d48711f7a739d2ef5d9ef25df13,2018-10-02T22:42:00Z,"ported static_layer and inflation_layer, started port of observation_buffer (need tf2_sensor_msgs)",,Brian,126,103,229
ros-planning/navigation2,8a0744f733b4842f8b8718bda42396490ad0e5b2,2018-09-28T18:58:29Z,removed boost dependencies,,Brian,65,75,140
ros-planning/navigation2,df774b7a64f1647f01ea8553a459c1a0dfda477b,2018-09-28T00:15:16Z,working on static layer plugin,,Brian,74,52,126
ros-planning/navigation2,d74603fb92f6ff1ded958f0b63f66a4b31fc69e4,2018-10-03T17:39:06Z,add latched topic comment,,Brian,1,1,2
ros-planning/navigation2,7c4464d2b841a8c2461cbd1d0077ea7828f5ca9a,2018-09-29T12:42:02Z,fix for map frame_id and latched topic,,Brian,14,22,36
ros-planning/navigation2,5aedefacf035224c7ffab419cfe42130cc54b8f7,2018-10-03T16:37:58Z,Merge pull request #134 from mhpanah/amcl_ctest_Fix,Amcl ctest fix,mhpanah,1343,1314,2657
ros-planning/navigation2,1d90fec04c818525ce60f4229bd9fd505493c9af,2018-10-02T23:23:18Z,Removing copyright and flake8 test,,mhpanah,5,1,6
ros-planning/navigation2,e67ee003f0bcbe3f41c22a3a85fb1e03c8c0232a,2018-10-02T23:09:10Z,fixed cppcheck issue,,mhpanah,2,0,2
ros-planning/navigation2,1092d3c2e78718907384f625d641ad00c56f3f05,2018-10-02T23:00:42Z,fixed cpplint issues,,mhpanah,131,177,308
ros-planning/navigation2,e578ad0f4f0f7877ffdcb4ee997b77c50a307425,2018-10-02T20:22:10Z,fixed uncrustify issues,,mhpanah,1234,1165,2399
ros-planning/navigation2,c80d22c6c901f4316c17e47db294985a3f2c1277,2018-10-02T20:12:00Z,Make the example controller send the robot forward (#125),"* Make the example control send the robot forward

When the example controller gets a plan, it will send the
robot straigt forward for ten iterations of the loop.

* Stop the robot at the end of the task

* Changing typedef to using.

* Removing unused and wrong angle parameter.",Carl Delsey,20,0,20
ros-planning/navigation2,c405905dd26621fba017ce476e0b08f0e30198a1,2018-10-02T18:33:26Z,DWB implementation using real costmap (#124),"* Skeleton dwb controller compiling.

* Revert ""Change costmap dependency to fake costmap""

This reverts commit 7fb201362e68df8a88d9ab03bffc742bb0a25e1d.

* Fixing build issues between dwb and costmap

* Propogating boost dependencies from costmap to dwb projects.

I don't know of an automated way to forward a non-ros dependency.
This change should be reverted when we remove the boost dependency
in costmap.

* Removing fake_costmap package

* Fixing linter errors.

* Fixing nav2_controller_dwb library name.

It was referencing executable_name variable before it was set.",Carl Delsey,370,838,1208
ros-planning/navigation2,86e997b05902bb4944548e6ef25c4651e2de948b,2018-10-02T17:21:47Z,Merge pull request #123 from mhpanah/amcl_refactorization,Amcl refactorization,mhpanah,123,103,226
ros-planning/navigation2,8e13befbf6cd65b51d4b52b86a4eb3b34c627ce7,2018-10-01T21:47:36Z,renamed amcl_sensor to sensor,,mhpanah,36,36,72
ros-planning/navigation2,6ef35449180b1a3722d5ea9cf28c532b55cb0c2c,2018-10-01T21:01:15Z,renamed amcl_odom to odom,,mhpanah,3,3,6
ros-planning/navigation2,6e255d6e6bfc1c3b0afbd310d6fc4e8f71665051,2018-10-01T19:58:03Z,renamed AMCLOdom to Odom,,mhpanah,16,16,32
ros-planning/navigation2,9f0e069ba5787b586e7dd8dd5ef52cbc751c33d2,2018-10-01T18:55:53Z,renamed amcl_laser files to laser,,mhpanah,3,3,6
ros-planning/navigation2,0a5f992aef3b27264718704b7a43e8269836e8dd,2018-10-01T18:41:40Z,renamed AMCLLaser to Laser,,mhpanah,34,34,68
ros-planning/navigation2,97c6dbc677de24f11427dbfc04b60c284ec8d828,2018-10-01T18:28:04Z,Factoring out strutils from amcl_node,,mhpanah,39,19,58
ros-planning/navigation2,0c8a7eb9f4687dab217cde9ddef3912acb4833eb,2018-09-29T09:32:08Z,bug fixes for PR feedback,,Brian,30,37,67
ros-planning/navigation2,a9b0a1727de7afe07feedda2c0c30460505d5f58,2018-09-27T20:57:05Z,added xmlrpcpp to ros2_dependencies repo & ran uncrustify,,Brian,1396,1379,2775
ros-planning/navigation2,e999a7f46a4768a09fbdda15f0393bb486fc70fe,2018-09-26T23:49:07Z,compiling costmap_2d library with added node executable,,Brian,583,523,1106
ros-planning/navigation2,d9c5ecd25b0fc6300c564e4daf39449b9a6748a5,2018-09-29T00:08:35Z,Merge pull request #114 from mhpanah/amcl_ctest_Fix,Amcl ctest fix,mhpanah,542,534,1076
ros-planning/navigation2,3e9184efe23545205feda76e3999202716aff9e7,2018-09-28T23:53:24Z,Fixing undeclared functions. (#117),"* Fixing undeclared functions.

It seems some upstream header file fixed it's cmath namespace
pollution. This fix brings in the appropriate header and functions

* Fixing linter warnings

* Custom function for dealing with absolute values of unsigned types

The previous version depending on implementation defined behavior
for converting a large unsigned to an int.",Carl Delsey,36,3,39
ros-planning/navigation2,b35f96bc1812d9c938045996adb2ba2f81ca2138,2018-09-28T23:50:30Z,Update amcl_node.cpp,Adding reinterpret_cast to line 411 to fix casting typo.,mhpanah,1,1,2
ros-planning/navigation2,59f8a79808350e8114c9a2244d177ff85d1e432d,2018-09-28T20:31:58Z,Removing ament_copyright linter from test set (#104),"Due to a difference in the wording of the copyright template in the
linter and the one actually used in the source, the linter fails
these files. To resolve that problem, I'm removing the copyright
linter from the test set.",Carl Delsey,30,5,35
ros-planning/navigation2,241894c4527b90d543bbc0e84cbb02bfe1e7450a,2018-09-28T18:56:17Z,Merge pull request #115 from crdelsey/dwa-dwb-integration,Restructing dwb and dwa code,Carl Delsey,122,122,244
ros-planning/navigation2,addd26a10142e85da559d48b9ea9ab7e8ce80337,2018-09-28T17:41:47Z,Merge branch 'master' of https://github.com/ros-planning/navigation2 into amcl_ctest_Fix,,mhpanah,4684,3401,8085
ros-planning/navigation2,c4f8b65eff8f9e6fa9f50f9207e8c454fd7cbd30,2018-09-28T17:40:49Z,Merge pull request #105 from mhpanah/amcl_test,Amcl integration test,mhpanah,241,1,242
ros-planning/navigation2,373087b29eaa3ef07ecbe42fef77454cbf956765,2018-09-28T14:56:04Z,removed unused .gitignore files (#98),,Matt Hansen,0,0,0
ros-planning/navigation2,2c18c4473e2225533035f27fb13bc9b538a15352,2018-09-27T22:28:09Z,Restructing dwb and dwa code,"I moved the old nav2_dwa_controller to nav2_controller_example since
it doesn't actually implement dwa.

The dwb_local_planner is now dwb_core. It will be included in the
new nav2_controller_dwa.

All dwb packages are moved under control for now.",Carl Delsey,122,122,244
